Year,LandslideID,Zone,QuadratID,Species_Jp,Coverage_%,Max_H_cm,Species type,Moisture type
2018,Uryu,Deposition,C,Katsura,1,20,Woody species,Woody species
2018,Uryu,Deposition,C,Poaceae sp2,1,10,Unknown,Unknown
2018,Uryu,Deposition,C,Sugina,50,40,Open land species,Dry
2018,Uryu,Deposition,C,Higokusa,30,50,Generalist species,Moderate
2018,Uryu,Deposition,C,Suge SP2,5,20,Unknown,Unknown
2018,Uryu,Deposition,D,Ooawadachisou,50,140,Open land species,Dry
2018,Uryu,Deposition,D,Seiyotampopo,1,5,Open land species,Dry
2018,Uryu,Deposition,D,Akitabuki,20,50,Generalist species,Moderate
2018,Uryu,Deposition,D,Miyakozasa,20,30,Generalist species,Moderate
2018,Uryu,Deposition,D,Taranoki,5,50,Woody species,Woody species
2018,Uryu,Deposition,D,Amerika Oniazami,10,140,Open land species,Dry
2018,Uryu,Deposition,D,Sugina,15,10,Open land species,Dry
2018,Uryu,Deposition,D,Tanisoba,5,5,Open land species,Wet
2018,Uryu,Deposition,D,Hangonsou,1,10,Open land species,Dry
2018,Uryu,Deposition,D,Poaceae sp2,1,20,Unknown,Unknown
2018,Uryu,Deposition,D,Inutoubana,1,10,Forest species,Wet
2018,Uryu,Deposition,D,Yamahagi,1,15,Woody species,Woody species
2018,Uryu,Deposition,D,Otokoeshi,1,30,Open land species,Moderate
2018,Uryu,Deposition,D,Ainutachitsubo violets,5,5,Generalist species,Dry
2018,Uryu,Deposition,D,Kumaichigo,1,10,Woody species,Woody species
2018,Uryu,Deposition,D,Udaikanba,1,10,Woody species,Woody species
2018,Uryu,Deposition,D,Naginata Koju,1,10,Open land species,Dry
2018,Horosato,Initiation,A,Mizunara,1,20,Woody species,Woody species
2018,Horosato,Initiation,A,Udaikanba,1,10,Woody species,Woody species
2018,Horosato,Initiation,A,Hanatade,1,10,Forest species,Wet
2018,Horosato,Initiation,A,Suge SP2,1,10,Unknown,Unknown
2018,Horosato,Initiation,A,Yamahagi,1,10,Woody species,Woody species
2018,Horosato,Initiation,B,Akitabuki,10,20,Generalist species,Moderate
2018,Horosato,Initiation,B,Ooawadachisou,5,60,Open land species,Dry
2018,Horosato,Initiation,B,Seitakaawadachisou,1,20,Open land species,Dry
2018,Horosato,Initiation,B,Himemukashiyomogi,1,20,Open land species,Dry
2018,Horosato,Initiation,B,Onoe willow,1,20,Woody species,Woody species
2018,Horosato,Initiation,B,Bacco willow,1,10,Woody species,Woody species
2018,Horosato,Initiation,B,Kion,1,5,Open land species,Moderate
2018,Horosato,Initiation,B,Seiyotampopo,1,5,Open land species,Dry
2018,Horosato,Initiation,B,Harunire,1,5,Woody species,Woody species
2018,Horosato,Initiation,C,Kusanoou,5,40,Open land species,Dry
2018,Horosato,Initiation,C,Akitabuki,20,50,Generalist species,Moderate
2018,Horosato,Initiation,C,Ooawadachisou,5,110,Open land species,Dry
2018,Horosato,Initiation,C,Himemukashiyomogi,1,20,Open land species,Dry
2018,Horosato,Initiation,C,Ocatranoo,1,20,Open land species,Moderate
2018,Horosato,Initiation,C,Higokusa,10,40,Generalist species,Moderate
2018,Horosato,Initiation,C,Shrubs sp3,1,10,Woody species,Woody species
2018,Horosato,Initiation,C,Himejoon,1,60,Open land species,Dry
2018,Horosato,Initiation,C,Suge SP2,1,10,Unknown,Unknown
2018,Horosato,Initiation,C,Ainutachitsubo violets,1,5,Generalist species,Dry
2018,Horosato,Initiation,D,Suge SP2,1,20,Unknown,Unknown
2018,Horosato,Initiation,D,Seiyotampopo,1,5,Open land species,Dry
2018,Horosato,Initiation,D,Ocatranoo,1,10,Open land species,Moderate
2018,Horosato,Initiation,D,Higokusa,1,30,Generalist species,Moderate
2018,Horosato,Initiation,D,Ooawadachisou,1,20,Open land species,Dry
2018,Horosato,Initiation,D,Ebigaraichigo,1,5,Woody species,Woody species
2018,Horosato,Initiation,D,Noborogiku,1,15,Open land species,Dry
2018,Horosato,Initiation,D,Harunire,1,1,Woody species,Woody species
2018,Horosato,Transport,A,Akitabuki,20,50,Generalist species,Moderate
2018,Horosato,Transport,A,Ooawadachisou,15,60,Open land species,Dry
2018,Horosato,Transport,A,Seiyotampopo,1,10,Open land species,Dry
2018,Horosato,Transport,A,Yabutabako,1,5,Open land species,Moderate
2018,Horosato,Transport,A,Onoe willow,1,20,Woody species,Woody species
2018,Horosato,Transport,A,Udaikanba,1,10,Woody species,Woody species
2018,Horosato,Transport,A,Ezo ooyamahakobe,1,10,Open land species,Wet
2018,Horosato,Transport,A,Higokusa,5,20,Generalist species,Moderate
2018,Horosato,Transport,A,Himemukashiyomogi,1,25,Open land species,Dry
2018,Horosato,Transport,A,Kion,1,5,Open land species,Moderate
2018,Horosato,Transport,A,Harunire,1,5,Woody species,Woody species
2018,Horosato,Transport,A,Ocatranoo,1,10,Open land species,Moderate
2018,Horosato,Transport,A,Yamamomiji,1,5,Woody species,Woody species
2018,Horosato,Transport,B,Udaikanba,20,40,Woody species,Woody species
2018,Horosato,Transport,B,Yamamomiji,1,5,Woody species,Woody species
2018,Horosato,Transport,B,Seitakaawadachisou,1,40,Open land species,Dry
2018,Horosato,Transport,B,Ooawadachisou,1,40,Open land species,Dry
2018,Horosato,Transport,B,Yamahagi,1,20,Woody species,Woody species
2018,Horosato,Transport,B,Higokusa,15,30,Generalist species,Moderate
2018,Horosato,Transport,B,Ocatranoo,1,5,Open land species,Moderate
2018,Horosato,Transport,B,Suge SP2,5,15,Unknown,Unknown
2018,Horosato,Transport,B,Onoe willow,1,10,Woody species,Woody species
2018,Horosato,Transport,B,Inukoriyanagi,1,10,Woody species,Woody species
2018,Horosato,Transport,B,Kion,1,1,Open land species,Moderate
2018,Horosato,Transport,B,Akitabuki,1,10,Generalist species,Moderate
2018,Horosato,Transport,B,Ainutachitsubo violets,1,1,Generalist species,Dry
2018,Horosato,Transport,C,Ebigaraichigo,25,20,Woody species,Woody species
2018,Horosato,Transport,C,Akitabuki,10,20,Generalist species,Moderate
2018,Horosato,Transport,C,Ooawadachisou,5,110,Open land species,Dry
2018,Horosato,Transport,C,Udaikanba,1,15,Woody species,Woody species
2018,Horosato,Transport,C,Ooyomogi,1,20,Open land species,Dry
2018,Horosato,Transport,C,Harunire,1,1,Woody species,Woody species
2018,Horosato,Transport,C,Tanisoba,10,5,Open land species,Wet
2018,Horosato,Transport,C,Unknown 3,1,10,Unknown,Unknown
2018,Horosato,Transport,C,Kion,20,10,Open land species,Moderate
2018,Horosato,Transport,C,Matatabi,1,10,Woody species,Woody species
2018,Horosato,Transport,C,Oninogeshi,1,1,Open land species,Dry
2018,Horosato,Transport,C,Himemukashiyomogi,1,5,Open land species,Dry
2018,Horosato,Transport,D,Miyakozasa,1,50,Generalist species,Moderate
2018,Horosato,Transport,D,Harigiri,1,1,Woody species,Woody species
2018,Horosato,Transport,D,Akitabuki,25,60,Generalist species,Moderate
2018,Horosato,Transport,D,Higokusa,25,40,Generalist species,Moderate
2018,Horosato,Transport,D,Seiyotampopo,1,10,Open land species,Dry
2018,Horosato,Transport,D,Kion,1,5,Open land species,Moderate
2018,Horosato,Transport,D,Harunire,1,1,Woody species,Woody species
2018,Horosato,Transport,D,Udaikanba,1,5,Woody species,Woody species
2018,Horosato,Transport,D,Amerika Oniazami,1,1,Open land species,Dry
2018,Horosato,Transport,D,Ocatranoo,1,10,Open land species,Moderate
2018,Horosato,Transport,D,Shrubs sp4,1,5,Woody species,Woody species
2018,Horosato,Transport,D,Ainutachitsubo violets,1,1,Generalist species,Dry
2018,Horosato,Transport,D,Otokoyomogi,1,5,Open land species,Dry
2018,Horosato,Transport,D,Otokoeshi,1,5,Open land species,Moderate
2018,Horosato,Transport,D,Ebigaraichigo,1,20,Woody species,Woody species
2018,Horosato,Deposition,A,Nurude,30,100,Woody species,Woody species
2018,Horosato,Deposition,A,Kumaizasa,80,80,Generalist species,Moderate
2018,Horosato,Deposition,A,Ooyomogi,5,80,Open land species,Dry
2018,Horosato,Deposition,A,Ooawadachisou,10,100,Open land species,Dry
2018,Horosato,Deposition,A,Sansho,5,80,Woody species,Woody species
2018,Horosato,Deposition,A,Udaikanba,1,20,Woody species,Woody species
2018,Horosato,Deposition,A,Higokusa,10,40,Generalist species,Moderate
2018,Horosato,Deposition,A,Suge SP2,1,30,Unknown,Unknown
2018,Horosato,Deposition,A,Sugina,1,20,Open land species,Dry
2018,Horosato,Deposition,A,Kion,1,5,Open land species,Moderate
2018,Horosato,Deposition,A,Ocatranoo,5,30,Open land species,Moderate
2018,Horosato,Deposition,A,Yamamomiji,1,5,Woody species,Woody species
2018,Horosato,Deposition,A,Akitabuki,1,5,Generalist species,Moderate
2018,Horosato,Deposition,A,Hanatade,1,10,Forest species,Wet
2018,Horosato,Deposition,A,Himemukashiyomogi,1,15,Open land species,Dry
2018,Horosato,Deposition,A,Matatabi,1,50,Woody species,Woody species
2018,Horosato,Deposition,A,Kumaichigo,1,20,Woody species,Woody species
2018,Horosato,Deposition,A,Hinas violets,1,5,Forest species,Wet
2018,Horosato,Deposition,A,Noriutsugi,1,70,Woody species,Woody species
2018,Horosato,Deposition,A,Taranoki,1,60,Woody species,Woody species
2018,Horosato,Deposition,B,Akitabuki,25,30,Generalist species,Moderate
2018,Horosato,Deposition,B,Mizunara,1,10,Woody species,Woody species
2018,Horosato,Deposition,B,Kumaichigo,1,5,Woody species,Woody species
2018,Horosato,Deposition,B,Sugina,5,15,Open land species,Dry
2018,Horosato,Deposition,B,Seitakaawadachisou,5,90,Open land species,Dry
2018,Horosato,Deposition,B,Taranoki,5,20,Woody species,Woody species
2018,Horosato,Deposition,B,Ooyomogi,1,20,Open land species,Dry
2018,Horosato,Deposition,B,Inukoriyanagi,1,20,Woody species,Woody species
2018,Horosato,Deposition,B,Himemukashiyomogi,1,40,Open land species,Dry
2018,Horosato,Deposition,B,Higokusa,15,30,Generalist species,Moderate
2018,Horosato,Deposition,B,Harigiri,1,5,Woody species,Woody species
2018,Horosato,Deposition,B,Yotsubahiyodori,1,10,Open land species,Moderate
2018,Horosato,Deposition,B,Onoe willow,1,5,Woody species,Woody species
2018,Horosato,Deposition,B,Yamamomiji,1,5,Woody species,Woody species
2018,Horosato,Deposition,B,Ocatranoo,1,10,Open land species,Moderate
2018,Horosato,Deposition,B,Otogirisou,1,15,Open land species,Moderate
2018,Horosato,Deposition,B,Harunire,1,1,Woody species,Woody species
2018,Horosato,Deposition,B,Kion,1,5,Open land species,Moderate
2018,Horosato,Deposition,B,Yamanigana,1,20,Forest species,Moderate
2018,Horosato,Deposition,C,Akitabuki,40,60,Generalist species,Moderate
2018,Horosato,Deposition,C,Taranoki,30,50,Woody species,Woody species
2018,Horosato,Deposition,C,Nawashiro ichigo,1,10,Woody species,Woody species
2018,Horosato,Deposition,C,Kusanoou,1,10,Open land species,Dry
2018,Horosato,Deposition,C,Ezo ichigo,1,15,Woody species,Woody species
2018,Horosato,Deposition,C,Otokoyomogi,5,15,Open land species,Dry
2018,Horosato,Deposition,C,Yamabudou,1,10,Woody species,Woody species
2018,Horosato,Deposition,C,Kumaichigo,5,40,Woody species,Woody species
2018,Horosato,Deposition,C,Himemukashiyomogi,1,70,Open land species,Dry
2018,Horosato,Deposition,C,Ocatranoo,1,10,Open land species,Moderate
2018,Horosato,Deposition,C,Sugina,30,40,Open land species,Dry
2018,Horosato,Deposition,C,Ebigaraichigo,1,40,Woody species,Woody species
2018,Horosato,Deposition,C,Yamahagi,1,60,Woody species,Woody species
2018,Horosato,Deposition,C,Ooawadachisou,5,100,Open land species,Dry
2018,Horosato,Deposition,C,Kion,5,40,Open land species,Moderate
2018,Horosato,Deposition,C,Matatabi,1,40,Woody species,Woody species
2018,Horosato,Deposition,C,Katabami,1,5,Open land species,Dry
2018,Horosato,Deposition,C,Kumaizasa,1,20,Generalist species,Moderate
2018,Horosato,Deposition,C,Ezo ajisai,1,20,Woody species,Woody species
2018,Horosato,Deposition,D,Akitabuki,50,80,Generalist species,Moderate
2018,Horosato,Deposition,D,Ocatranoo,5,20,Open land species,Moderate
2018,Horosato,Deposition,D,Himemukashiyomogi,5,30,Open land species,Dry
2018,Horosato,Deposition,D,Ishimikawa,1,50,Open land species,Wet
2018,Horosato,Deposition,D,Tsurunigakusa,1,20,Forest species,Wet
2018,Horosato,Deposition,D,Otokoyomogi,1,10,Open land species,Dry
2018,Horosato,Deposition,D,Taranoki,15,60,Woody species,Woody species
2018,Horosato,Deposition,D,Higokusa,20,50,Generalist species,Moderate
2018,Horosato,Deposition,D,Kumaichigo,20,80,Woody species,Woody species
2018,Horosato,Deposition,D,Ebigaraichigo,5,60,Woody species,Woody species
2018,Horosato,Deposition,D,Ezo ichigo,1,60,Woody species,Woody species
2018,Horosato,Deposition,D,Ooawadachisou,1,140,Open land species,Dry
2018,Horosato,Deposition,D,Naginata Koju,1,10,Open land species,Dry
2018,Horosato,Deposition,D,Kumaizasa,10,30,Generalist species,Moderate
2018,Horosato,Deposition,D,Sansho,1,5,Woody species,Woody species
2018,Horosato,Deposition,D,Yamahagi,1,30,Woody species,Woody species
2018,Horosato,Deposition,D,Yamabudou,1,5,Woody species,Woody species
2018,Horosato,Deposition,D,Hinas violets,1,1,Forest species,Wet
2018,Horosato,Deposition,D,Katabami,1,1,Open land species,Dry
2018,Horosato,Deposition,D,Yamatatsunamiso,1,10,Generalist species,Moderate
2018,Takaoka,Initiation,A,Akitabuki,1,10,Generalist species,Moderate
2018,Takaoka,Initiation,B,Akitabuki,15,30,Generalist species,Moderate
2018,Takaoka,Initiation,B,Taranoki,5,20,Woody species,Woody species
2018,Takaoka,Initiation,B,Mizunara,1,10,Woody species,Woody species
2018,Takaoka,Initiation,B,Udaikanba,1,5,Woody species,Woody species
2018,Takaoka,Initiation,B,Ooawadachisou,5,40,Open land species,Dry
2018,Takaoka,Initiation,B,Onoe willow,1,5,Woody species,Woody species
2018,Takaoka,Initiation,B,Yamaguwa,1,5,Woody species,Woody species
2018,Takaoka,Initiation,B,Ainutachitsubo violets,1,1,Generalist species,Dry
2018,Takaoka,Initiation,B,Seiyotampopo,1,1,Open land species,Dry
2018,Takaoka,Initiation,C,Onoe willow,1,10,Woody species,Woody species
2018,Takaoka,Initiation,C,Ooawadachisou,1,30,Open land species,Dry
2018,Takaoka,Initiation,C,Kion,1,5,Open land species,Moderate
2018,Takaoka,Initiation,C,Udaikanba,1,5,Woody species,Woody species
2018,Takaoka,Initiation,C,Sawashiba,1,5,Woody species,Woody species
2018,Takaoka,Initiation,C,Tanisoba,1,5,Open land species,Wet
2018,Takaoka,Initiation,C,Ocatranoo,1,15,Open land species,Moderate
2018,Takaoka,Initiation,C,Suge SP,10,30,Unknown,Unknown
2018,Takaoka,Initiation,C,Himemukashiyomogi,1,10,Open land species,Dry
2018,Takaoka,Initiation,C,Lamiaceae sp1,1,20,Unknown,Unknown
2018,Takaoka,Initiation,C,Yabumame,1,5,Open land species,Moderate
2018,Takaoka,Initiation,C,Seiyotampopo,1,1,Open land species,Dry
2018,Takaoka,Initiation,C,Ainutachitsubo violets,1,1,Generalist species,Dry
2018,Takaoka,Initiation,C,Aodamo,1,5,Woody species,Woody species
2018,Takaoka,Initiation,D,Ooawadachisou,5,90,Open land species,Dry
2018,Takaoka,Initiation,D,Onoe willow,1,5,Woody species,Woody species
2018,Takaoka,Initiation,D,Mizunara,1,5,Woody species,Woody species
2018,Takaoka,Initiation,D,Bacco willow,1,10,Woody species,Woody species
2018,Takaoka,Initiation,D,Ezoitaya,1,5,Woody species,Woody species
2018,Takaoka,Initiation,D,Akitabuki,15,40,Generalist species,Moderate
2018,Takaoka,Initiation,D,Yamahagi,1,40,Woody species,Woody species
2018,Takaoka,Initiation,D,Kouzorina,1,30,Open land species,Dry
2018,Takaoka,Initiation,D,Yabutabako,1,20,Open land species,Moderate
2018,Takaoka,Initiation,D,Noborogiku,1,10,Open land species,Dry
2018,Takaoka,Initiation,D,Yabumame,1,5,Open land species,Moderate
2018,Takaoka,Initiation,D,Suge SP,5,20,Unknown,Unknown
2018,Takaoka,Initiation,D,Ainutachitsubo violets,1,10,Generalist species,Dry
2018,Takaoka,Initiation,D,Kion,1,5,Open land species,Moderate
2018,Takaoka,Initiation,D,Harunire,1,5,Woody species,Woody species
2018,Takaoka,Initiation,D,Poaceae sp3,1,30,Unknown,Unknown
2018,Takaoka,Transport,A,Hangonsou,1,60,Open land species,Dry
2018,Takaoka,Transport,A,Oninogeshi,1,10,Open land species,Dry
2018,Takaoka,Transport,A,Amerika Oniazami,5,120,Open land species,Dry
2018,Takaoka,Transport,A,Akitabuki,5,20,Generalist species,Moderate
2018,Takaoka,Transport,A,Taranoki,5,60,Woody species,Woody species
2018,Takaoka,Transport,A,Seitakaawadachisou,1,10,Open land species,Dry
2018,Takaoka,Transport,A,Kion,5,5,Open land species,Moderate
2018,Takaoka,Transport,A,Himemukashiyomogi,1,30,Open land species,Dry
2018,Takaoka,Transport,A,Asada,1,5,Woody species,Woody species
2018,Takaoka,Transport,A,Yabumame,1,5,Open land species,Moderate
2018,Takaoka,Transport,A,Onoe willow,1,5,Woody species,Woody species
2018,Takaoka,Transport,A,Shirakamba,1,1,Woody species,Woody species
2018,Takaoka,Transport,A,Suge SP,1,5,Unknown,Unknown
2018,Takaoka,Transport,B,Akitabuki,1,10,Generalist species,Moderate
2018,Takaoka,Transport,B,Ooawadachisou,1,40,Open land species,Dry
2018,Takaoka,Transport,B,Seitakaawadachisou,1,50,Open land species,Dry
2018,Takaoka,Transport,B,Himemukashiyomogi,1,40,Open land species,Dry
2018,Takaoka,Transport,B,Ocatranoo,1,20,Open land species,Moderate
2018,Takaoka,Transport,B,Yabumame,1,5,Open land species,Moderate
2018,Takaoka,Transport,B,Leguminaceae sp2,1,10,Unknown,Unknown
2018,Takaoka,Transport,B,Suge SP,10,20,Unknown,Unknown
2018,Takaoka,Transport,B,Kouzorina,1,1,Open land species,Dry
2018,Takaoka,Transport,B,Kion,1,5,Open land species,Moderate
2018,Takaoka,Transport,B,Onoe willow,1,15,Woody species,Woody species
2018,Takaoka,Transport,B,Sawashiba,1,1,Woody species,Woody species
2018,Takaoka,Transport,C,Asteraceae sp2,20,30,Unknown,Unknown
2018,Takaoka,Transport,C,Himemukashiyomogi,15,40,Open land species,Dry
2018,Takaoka,Transport,C,Yabutabako,1,30,Open land species,Moderate
2018,Takaoka,Transport,C,Seitakaawadachisou,5,50,Open land species,Dry
2018,Takaoka,Transport,C,Akitabuki,5,20,Generalist species,Moderate
2018,Takaoka,Transport,C,Inukoriyanagi,1,15,Woody species,Woody species
2018,Takaoka,Transport,C,Udaikanba,1,5,Woody species,Woody species
2018,Takaoka,Transport,C,Onoe willow,5,10,Woody species,Woody species
2018,Takaoka,Transport,C,Sawashiba,1,5,Woody species,Woody species
2018,Takaoka,Transport,C,Amerika Oniazami,1,10,Open land species,Dry
2018,Takaoka,Transport,C,Sugina,5,10,Open land species,Dry
2018,Takaoka,Transport,C,Seiyotampopo,1,20,Open land species,Dry
2018,Takaoka,Transport,C,Ocatranoo,1,5,Open land species,Moderate
2018,Takaoka,Transport,C,Kion,10,5,Open land species,Moderate
2018,Takaoka,Transport,C,Mizunara,1,5,Woody species,Woody species
2018,Takaoka,Transport,D,Ooawadachisou,5,80,Open land species,Dry
2018,Takaoka,Transport,D,Seitakaawadachisou,1,80,Open land species,Dry
2018,Takaoka,Transport,D,Taranoki,5,20,Woody species,Woody species
2018,Takaoka,Transport,D,Akitabuki,10,30,Generalist species,Moderate
2018,Takaoka,Transport,D,Himemukashiyomogi,1,20,Open land species,Dry
2018,Takaoka,Transport,D,Noborogiku,1,20,Open land species,Dry
2018,Takaoka,Transport,D,Udaikanba,1,10,Woody species,Woody species
2018,Takaoka,Transport,D,Yamahagi,1,15,Woody species,Woody species
2018,Takaoka,Transport,D,Amerika Oniazami,1,5,Open land species,Dry
2018,Takaoka,Transport,D,Ocatranoo,1,1,Open land species,Moderate
2018,Takaoka,Deposition,A,Ooawadachisou,5,130,Open land species,Dry
2018,Takaoka,Deposition,A,Akitabuki,40,80,Generalist species,Moderate
2018,Takaoka,Deposition,A,Miyakozasa,30,40,Generalist species,Moderate
2018,Takaoka,Deposition,A,Suge SP2,90,60,Unknown,Unknown
2018,Takaoka,Deposition,A,Ishimikawa,1,20,Open land species,Wet
2018,Takaoka,Deposition,A,Yamanigana,1,20,Forest species,Moderate
2018,Takaoka,Deposition,A,Oobako,1,5,Open land species,Dry
2018,Takaoka,Deposition,A,Kurumabasou,1,10,Forest species,Moderate
2018,Takaoka,Deposition,A,Sugina,20,20,Open land species,Dry
2018,Takaoka,Deposition,A,Nawashiro ichigo,5,30,Woody species,Woody species
2018,Takaoka,Deposition,A,Ezo ichigo,1,60,Woody species,Woody species
2018,Takaoka,Deposition,A,Himemukashiyomogi,1,40,Open land species,Dry
2018,Takaoka,Deposition,A,Yabumame,5,20,Open land species,Moderate
2018,Takaoka,Deposition,A,Yotsubahiyodori,1,80,Open land species,Moderate
2018,Takaoka,Deposition,A,Tsurunigakusa,1,10,Forest species,Wet
2018,Takaoka,Deposition,B,Seitakaawadachisou,40,120,Open land species,Dry
2018,Takaoka,Deposition,B,Inukoriyanagi,1,40,Woody species,Woody species
2018,Takaoka,Deposition,B,Akitabuki,15,30,Generalist species,Moderate
2018,Takaoka,Deposition,B,Taranoki,5,10,Woody species,Woody species
2018,Takaoka,Deposition,B,Sugina,5,5,Open land species,Dry
2018,Takaoka,Deposition,B,Onoe willow,1,20,Woody species,Woody species
2018,Takaoka,Deposition,B,Suge SP,1,20,Unknown,Unknown
2018,Takaoka,Deposition,B,Yabumame,1,10,Open land species,Moderate
2018,Takaoka,Deposition,B,Katabami,1,5,Open land species,Dry
2018,Takaoka,Deposition,B,Seiyotampopo,1,5,Open land species,Dry
2018,Takaoka,Deposition,B,Harujion,1,30,Open land species,Moderate
2018,Takaoka,Deposition,B,Kion,1,10,Open land species,Moderate
2018,Takaoka,Deposition,B,Poaceae sp4,1,20,Unknown,Unknown
2018,Takaoka,Deposition,B,Ezo ichigo,1,15,Woody species,Woody species
2018,Takaoka,Deposition,B,Ooyomogi,1,20,Open land species,Dry
2018,Takaoka,Deposition,B,Ainutachitsubo violets,1,1,Generalist species,Dry
2018,Takaoka,Deposition,C,Akitabuki,80,80,Generalist species,Moderate
2018,Takaoka,Deposition,C,Sansho,20,60,Woody species,Woody species
2018,Takaoka,Deposition,C,Nomurasaki,1,60,Open land species,Dry
2018,Takaoka,Deposition,C,Yabumame,1,40,Open land species,Moderate
2018,Takaoka,Deposition,C,Hanatade,1,20,Forest species,Wet
2018,Takaoka,Deposition,C,Sugina,40,50,Open land species,Dry
2018,Takaoka,Deposition,C,Tanisoba,1,20,Open land species,Wet
2018,Takaoka,Deposition,C,Mizosoba,1,20,Generalist species,Wet
2018,Takaoka,Deposition,C,Suge SP2,75,40,Unknown,Unknown
2018,Takaoka,Deposition,C,Yabuninjin,1,30,Forest species,Wet
2018,Takaoka,Deposition,C,Tsurunigakusa,1,10,Forest species,Wet
2018,Takaoka,Deposition,C,Konronsou,1,20,Forest species,Wet
2018,Takaoka,Deposition,D,Akitabuki,60,60,Generalist species,Moderate
2018,Takaoka,Deposition,D,Taranoki,20,60,Woody species,Woody species
2018,Takaoka,Deposition,D,Ooawadachisou,10,110,Open land species,Dry
2018,Takaoka,Deposition,D,Kumaizasa,1,40,Generalist species,Moderate
2018,Takaoka,Deposition,D,Yotsubahiyodori,5,60,Open land species,Moderate
2018,Takaoka,Deposition,D,Ebigaraichigo,1,70,Woody species,Woody species
2018,Takaoka,Deposition,D,Tanisoba,1,5,Open land species,Wet
2018,Takaoka,Deposition,D,Himemukashiyomogi,80,20,Open land species,Dry
2018,Takaoka,Deposition,D,Sugina,1,30,Open land species,Dry
2018,Takaoka,Deposition,D,Yabumame,1,10,Open land species,Moderate
2018,Takaoka,Deposition,D,Ainutachitsubo violets,1,5,Generalist species,Dry
2018,Takaoka,Deposition,D,Sansho,1,10,Woody species,Woody species
2018,Takaoka,Deposition,D,Chishimaazami,1,5,Open land species,Moderate
2018,Takaoka,Deposition,D,Hanatade,1,10,Forest species,Wet
2018,Takaoka,Deposition,D,Inutoubana,1,20,Forest species,Wet
2018,Takaoka,Deposition,D,Asteraceae sp3,1,10,Unknown,Unknown
2018,Habiu,Initiation,A,Udaikanba,1,1,Woody species,Woody species
2018,Habiu,Initiation,B,Ocatranoo,5,20,Open land species,Moderate
2018,Habiu,Initiation,B,Ooyomogi,10,30,Open land species,Dry
2018,Habiu,Initiation,B,Naginata Koju,5,20,Open land species,Dry
2018,Habiu,Initiation,B,Ainutachitsubo violets,1,5,Generalist species,Dry
2018,Habiu,Initiation,B,Poaceae sp5,1,30,Unknown,Unknown
2018,Habiu,Initiation,B,Otogirisou,1,10,Open land species,Moderate
2018,Habiu,Initiation,B,Asada,1,5,Woody species,Woody species
2018,Habiu,Initiation,B,Otokoeshi,5,5,Open land species,Moderate
2018,Habiu,Initiation,C,Taranoki,5,40,Woody species,Woody species
2018,Habiu,Initiation,C,Naginata Koju,15,30,Open land species,Dry
2018,Habiu,Initiation,C,Ocatranoo,1,15,Open land species,Moderate
2018,Habiu,Initiation,C,Poaceae sp5,5,60,Unknown,Unknown
2018,Habiu,Initiation,C,Murasaki tsumekusa,1,10,Open land species,Dry
2018,Habiu,Initiation,D,Naginata Koju,20,20,Open land species,Dry
2018,Habiu,Initiation,D,Taranoki,1,10,Woody species,Woody species
2018,Habiu,Initiation,D,Ocatranoo,5,10,Open land species,Moderate
2018,Habiu,Initiation,D,Otokoeshi,1,5,Open land species,Moderate
2018,Habiu,Initiation,D,Poaceae sp5,5,30,Unknown,Unknown
2018,Habiu,Initiation,D,Tanisoba,1,5,Open land species,Wet
2018,Habiu,Initiation,D,Yabumame,1,5,Open land species,Moderate
2018,Habiu,Initiation,D,Unknown 4,1,10,Unknown,Unknown
2018,Habiu,Transport,A,Akitabuki,5,20,Generalist species,Moderate
2018,Habiu,Transport,A,Himemukashiyomogi,5,30,Open land species,Dry
2018,Habiu,Transport,A,Ooyomogi,1,20,Open land species,Dry
2018,Habiu,Transport,A,Naginata Koju,5,10,Open land species,Dry
2018,Habiu,Transport,A,Onoe willow,1,10,Woody species,Woody species
2018,Habiu,Transport,A,Udaikanba,1,10,Woody species,Woody species
2018,Habiu,Transport,A,Ocatranoo,1,10,Open land species,Moderate
2018,Habiu,Transport,A,Yabumame,1,10,Open land species,Moderate
2018,Habiu,Transport,A,Katabami,1,5,Open land species,Dry
2018,Habiu,Transport,A,Poaceae sp5,5,15,Unknown,Unknown
2018,Habiu,Transport,A,Otokoeshi,1,1,Open land species,Moderate
2018,Habiu,Transport,B,Hangonsou,1,50,Open land species,Dry
2018,Habiu,Transport,B,Ooyomogi,5,30,Open land species,Dry
2018,Habiu,Transport,B,Akitabuki,5,20,Generalist species,Moderate
2018,Habiu,Transport,B,Taranoki,10,20,Woody species,Woody species
2018,Habiu,Transport,B,Sansho,10,40,Woody species,Woody species
2018,Habiu,Transport,B,Udaikanba,5,20,Woody species,Woody species
2018,Habiu,Transport,B,Otokoeshi,10,10,Open land species,Moderate
2018,Habiu,Transport,B,Ainutachitsubo violets,5,5,Generalist species,Dry
2018,Habiu,Transport,B,Ocatranoo,1,1,Open land species,Moderate
2018,Habiu,Transport,B,Himemukashiyomogi,1,5,Open land species,Dry
2018,Habiu,Transport,B,Yotsubahiyodori,1,30,Open land species,Moderate
2018,Habiu,Transport,B,Higokusa,10,20,Generalist species,Moderate
2018,Habiu,Transport,C,Higokusa,60,40,Generalist species,Moderate
2018,Habiu,Transport,C,Himemukashiyomogi,10,50,Open land species,Dry
2018,Habiu,Transport,C,Ooyomogi,5,10,Open land species,Dry
